18.77,23.34
14.54,16.39
17.06,12.36
23.16,10.33
15.98,14.6
15.51,17.74
16.29,19.59
16.26,9.29
19.46,9.52
21.76,11.9
21.33,10.94
17.67,12.77
22.94,16.68
20.52,21.28
21.3,13.25
23.9,11.63
14.7,10.83
22.55,10.95
16.52,13.45
16.7,10.47
18.07,8.51
14.81,22.68
19.78,15.13
15.64,11.17
18.66,11.81
14.19,13.42
20.37,21.82
18.53,13.68
22.51,21.54
14.45,17.11
22.25,9.62
15.14,7.75
15.89,11.3
23.08,14.47
17.78,22.18
19.46,17.51
22.1,15.0
19.11,18.19
23.68,15.73
18.4,9.02
13.91,21.55
19.79,14.15
21.35,16.26
19.96,19.99
17.85,18.74
16.47,20.55
22.39,8.43
15.01,12.24
21.12,16.63
22.17,9.25
