31.73,-14.78
26.95,-11.92
26.08,-12.0
30.63,-11.17
27.36,-11.94
30.12,-9.77
29.37,-12.12
26.39,-16.42
23.16,-13.89
30.62,-11.31
23.45,-14.42
29.41,-15.26
33.05,-16.71
22.39,-15.36
22.15,-9.6
27.3,-12.98
27.05,-13.34
28.06,-10.52
27.47,-13.24
31.4,-16.61
23.31,-9.0
32.77,-12.79
26.75,-11.6
27.26,-9.24
23.43,-11.93
28.05,-17.08
22.87,-10.64
25.8,-14.21
29.15,-12.43
28.83,-11.75
32.73,-8.9
28.58,-16.24
32.03,-11.21
23.45,-10.04
22.73,-12.17
22.37,-13.47
30.52,-11.03
27.58,-12.42
31.02,-18.03
29.71,-13.09
29.46,-9.72
32.85,-14.75
26.61,-14.36
24.09,-13.06
28.0,-11.1
33.54,-11.2
30.18,-17.16
27.77,-15.49
30.46,-16.77
27.91,-17.95
